sport,dur,pkts_fwd,pkts_bwd,bytes_fwd,bytes_bwd,pktlen_fwd_mean,pktlen_fwd_std,pktlen_bwd_mean,pktlen_bwd_std,iat_fwd_mean,iat_fwd_std,pps,payload_entropy_fwd,iat_cv_fwd,small_pkt_ratio_fwd,small_pkt_ratio_bwd,ttl_fwd_first,label
41689,0.0033218860626220703,1,1,91,249,91.0,0.0,249.0,0.0,0.0,0.0,602.0676092729491,0.0,0.0,1.0,0.0,64,1
56082,0.006478071212768555,1,1,91,178,91.0,0.0,178.0,0.0,0.0,0.0,308.7338706709359,0.0,0.0,1.0,0.0,64,1
50363,0.011053085327148438,1,1,79,143,79.0,0.0,143.0,0.0,0.0,0.0,180.94495254529767,0.0,0.0,1.0,0.0,64,1
53825,0.006833791732788086,1,1,101,229,101.0,0.0,229.0,0.0,0.0,0.0,292.663294142274,0.0,0.0,0.0,0.0,64,1
49270,0.006374835968017578,1,1,101,229,101.0,0.0,229.0,0.0,0.0,0.0,313.7335627197247,0.0,0.0,0.0,0.0,64,1
60736,0.005593061447143555,1,1,101,229,101.0,0.0,229.0,0.0,0.0,0.0,357.58591585319067,0.0,0.0,0.0,0.0,64,1
54650,0.0027921199798583984,1,1,85,243,85.0,0.0,243.0,0.0,0.0,0.0,716.3015967893433,0.0,0.0,1.0,0.0,64,1
57621,0.0032279491424560547,1,1,86,244,86.0,0.0,244.0,0.0,0.0,0.0,619.5884481867198,0.0,0.0,1.0,0.0,64,1
43539,0.0025730133056640625,1,1,85,172,85.0,0.0,172.0,0.0,0.0,0.0,777.2987398072646,0.0,0.0,1.0,0.0,64,1
59806,0.0024061203002929688,1,1,86,173,86.0,0.0,173.0,0.0,0.0,0.0,831.2136345620294,0.0,0.0,1.0,0.0,64,1
43900,0.006908893585205078,1,1,90,248,90.0,0.0,248.0,0.0,0.0,0.0,289.4819518255228,0.0,0.0,1.0,0.0,64,1
60702,0.002641916275024414,1,1,88,246,88.0,0.0,246.0,0.0,0.0,0.0,757.0262611677647,0.0,0.0,1.0,0.0,64,1
44746,0.0025110244750976562,1,1,90,177,90.0,0.0,177.0,0.0,0.0,0.0,796.4876566654007,0.0,0.0,1.0,0.0,64,1
51818,0.003362894058227539,1,1,88,175,88.0,0.0,175.0,0.0,0.0,0.0,594.7258419000354,0.0,0.0,1.0,0.0,64,1
45748,0.0027239322662353516,1,1,91,178,91.0,0.0,178.0,0.0,0.0,0.0,734.232647702407,0.0,0.0,1.0,0.0,64,1
43666,0.002432107925415039,1,1,91,249,91.0,0.0,249.0,0.0,0.0,0.0,822.3319282423291,0.0,0.0,1.0,0.0,64,1
54174,0.0026040077209472656,2,2,150,320,75.0,0.0,160.0,18.384776310850235,0.00010395050048828125,0.0,1536.0937557223951,0.0,0.0,1.0,0.0,64,1
44435,0.0028848648071289062,1,1,86,244,86.0,0.0,244.0,0.0,0.0,0.0,693.2733884297521,0.0,0.0,1.0,0.0,64,1
51205,0.002463817596435547,1,1,86,173,86.0,0.0,173.0,0.0,0.0,0.0,811.7484033288175,0.0,0.0,1.0,0.0,64,1
43126,0.0024900436401367188,1,1,87,217,87.0,0.0,217.0,0.0,0.0,0.0,803.1987744159326,0.0,0.0,1.0,0.0,64,1
44499,0.002485036849975586,1,1,87,229,87.0,0.0,229.0,0.0,0.0,0.0,804.817039240142,0.0,0.0,1.0,0.0,64,1
59248,0.0027849674224853516,1,1,87,217,87.0,0.0,217.0,0.0,0.0,0.0,718.1412550295352,0.0,0.0,1.0,0.0,64,1
48808,0.002549886703491211,1,1,87,229,87.0,0.0,229.0,0.0,0.0,0.0,784.3485741000468,0.0,0.0,1.0,0.0,64,1
45923,0.007040977478027344,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,284.05146959230666,0.0,0.0,1.0,0.0,64,1
60969,0.008301019668579102,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,240.93425625412874,0.0,0.0,1.0,0.0,64,1
58764,0.029518842697143555,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,67.75333371025192,0.0,0.0,1.0,0.0,64,1
55218,0.006387948989868164,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,313.08953831224574,0.0,0.0,1.0,0.0,64,1
52159,0.027224063873291016,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,73.46441770444713,0.0,0.0,1.0,0.0,64,1
50360,0.10675597190856934,1,1,73,137,73.0,0.0,137.0,0.0,0.0,0.0,18.734314945049547,0.0,0.0,1.0,0.0,64,1
